Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
34,Male,Married,4,Graduate,Self Employed,Business,5,62675,2218541,3,6220,364,Good,51068,107695,Personal,16,11.0,0
45,Female,Married,2,High School,Self Employed,Government,32,139303,2137791,0,23374,553,Good,2280343,4201323,Personal,18,11.68,1
30,Female,Single,3,Graduate,Self Employed,Private,24,91922,1832753,3,35496,533,Good,3293865,2422011,Education,12,12.82,0
41,Male,Married,3,Post Graduate,Self Employed,Business,22,233471,271483,2,16680,558,Good,2479448,3388293,Education,8,10.48,1
56,Male,Single,5,Post Graduate,Salaried,Private,16,298836,550186,1,3081,407,Good,2044150,2546432,Business,9,14.94,1
32,Female,Single,1,Post Graduate,Self Employed,Government,20,59566,1392666,2,42466,363,Bad,3300323,159397,Business,15,13.01,1
47,Female,Single,4,Graduate,Salaried,Business,19,102459,698017,2,1923,515,Good,4974228,3921267,Education,21,7.52,1
60,Female,Single,2,Graduate,Salaried,Business,11,141997,3344981,0,18628,898,Good,2178269,2907125,Education,9,7.87,1
22,Female,Married,5,High School,Self Employed,Government,12,134777,1774654,0,46763,389,Good,2358248,4870313,Personal,23,10.62,1
33,Female,Married,2,Graduate,Self Employed,Government,17,197137,788709,3,677,752,Good,1459085,3529748,Car,12,14.16,1
52,Male,Single,0,Post Graduate,Self Employed,Private,21,217156,1970148,2,12567,845,Good,4406895,4497187,Education,28,14.13,1
51,Female,Single,5,High School,Salaried,Private,23,85537,3443778,3,11927,544,Good,2265988,1274771,Personal,5,9.05,0
36,Male,Married,2,Graduate,Self Employed,Government,32,299585,3060250,2,46866,735,Good,4690236,3803368,Business,24,16.82,1
52,Female,Married,4,Post Graduate,Salaried,Government,2,164697,1042822,0,45019,809,Good,828413,3273326,Education,5,12.66,1
52,Male,Single,2,Post Graduate,Self Employed,Government,16,292609,1206114,1,7594,480,Good,3928318,1065371,Business,26,13.38,1
54,Male,Single,1,High School,Salaried,Business,31,147339,619884,3,40522,739,Good,1623820,3686425,Home,13,15.68,1
31,Female,Single,3,Post Graduate,Salaried,Government,16,63892,914938,3,22394,316,Good,79142,1045107,Home,3,8.26,0
30,Male,Single,3,Graduate,Salaried,Business,24,156698,3313814,4,21078,780,Good,4772126,1231040,Car,4,12.76,1
35,Male,Single,5,Post Graduate,Salaried,Government,7,202385,599550,4,596,535,Good,1193179,4380392,Business,23,14.65,0
37,Male,Married,2,High School,Salaried,Business,34,142818,2467927,1,9315,535,Good,4694667,1854000,Personal,26,9.25,1
60,Male,Married,2,Post Graduate,Salaried,Private,28,299122,3465985,4,23166,654,Good,3577203,3521227,Home,30,8.91,1
38,Female,Single,2,Post Graduate,Salaried,Private,11,255998,3531377,1,14220,313,Bad,3257034,3212868,Personal,17,17.3,1
29,Male,Single,2,Graduate,Self Employed,Business,8,293103,440355,2,19999,825,Good,287879,217435,Personal,18,15.57,1
45,Female,Single,1,Graduate,Salaried,Private,25,264026,3209401,4,29449,657,Good,581103,3411554,Home,12,7.29,1
60,Male,Single,4,Graduate,Self Employed,Private,21,163033,2163024,4,43834,887,Good,3338104,3061008,Personal,28,11.43,1
34,Female,Married,1,Graduate,Self Employed,Business,30,74423,1350538,3,37677,672,Bad,1297833,1213822,Personal,21,9.02,1
45,Female,Married,1,Post Graduate,Self Employed,Government,29,177582,512134,1,47716,526,Good,577599,2850795,Business,21,10.48,1
42,Female,Single,1,Graduate,Salaried,Government,14,281781,3230913,3,26490,843,Good,2509743,4062666,Personal,27,10.16,1
50,Male,Married,3,Post Graduate,Salaried,Business,32,76479,2577742,4,31827,813,Good,4789413,2524882,Education,23,17.99,1
40,Female,Single,1,Graduate,Self Employed,Private,2,165482,1483422,2,26918,701,Good,2801317,1996958,Education,11,17.73,1
41,Female,Single,2,Graduate,Salaried,Government,33,93052,1878957,0,38066,410,Good,3526503,2449834,Personal,24,7.98,1
52,Male,Married,1,Graduate,Salaried,Government,16,270042,1710789,1,13967,549,Good,388663,3104850,Education,8,9.65,1
41,Female,Single,2,Post Graduate,Self Employed,Private,4,32119,1175677,1,37158,443,Good,4347719,4560535,Home,7,15.58,0
55,Male,Married,5,Graduate,Self Employed,Business,29,26482,3269220,2,48443,645,Good,1984796,2137793,Business,23,13.96,0
52,Male,Single,4,Post Graduate,Self Employed,Business,14,144726,2643309,2,32644,560,Good,3811540,1607704,Personal,4,7.86,1
50,Female,Single,3,Graduate,Self Employed,Government,7,74072,3153116,1,28387,443,Good,3104353,875238,Business,20,7.55,1
59,Male,Single,4,Graduate,Self Employed,Business,27,233044,2692547,1,38962,407,Good,368904,4149704,Car,16,8.81,1
32,Male,Single,5,High School,Self Employed,Private,20,200133,1725357,2,15973,635,Good,2269403,3354847,Car,19,11.76,1
38,Male,Married,4,Graduate,Self Employed,Business,9,233248,1828555,2,621,822,Good,4574463,3576006,Home,19,16.52,1
41,Female,Single,3,Post Graduate,Salaried,Business,27,140379,649754,2,48281,819,Good,274733,4107930,Car,21,11.09,1
33,Male,Married,2,High School,Salaried,Business,20,248573,2769048,4,36371,750,Bad,3869136,2216399,Car,30,10.12,1
41,Male,Married,5,Post Graduate,Salaried,Business,27,211747,383340,1,14540,615,Good,2085575,562487,Car,24,10.3,1
28,Male,Single,5,Post Graduate,Self Employed,Private,21,252051,3040124,1,31725,507,Good,115102,4615700,Business,7,13.91,1
60,Female,Married,2,High School,Salaried,Business,18,138795,1295755,2,16535,818,Good,419581,389327,Business,10,11.06,1
27,Male,Single,2,Graduate,Self Employed,Government,23,120352,1307024,3,42562,330,Good,4850959,4927806,Car,21,12.02,0
43,Female,Married,3,High School,Self Employed,Business,27,218732,3189041,0,28866,532,Bad,4743775,1890780,Business,27,11.49,1
52,Male,Married,1,Post Graduate,Self Employed,Government,12,171241,1106251,1,45873,364,Bad,1839611,3461305,Car,23,11.23,1
31,Female,Single,0,Graduate,Salaried,Private,8,78339,1445598,4,29173,360,Good,1522438,1410192,Personal,17,8.81,0
42,Female,Single,1,High School,Self Employed,Business,8,39333,2991496,0,18447,393,Good,3444228,1718551,Business,27,17.18,0
42,Female,Married,1,Post Graduate,Self Employed,Government,20,256360,468562,3,4318,439,Good,4482260,2052960,Car,15,8.49,0
45,Male,Single,4,Graduate,Self Employed,Business,23,103585,1099765,4,22733,757,Good,3127621,866196,Car,7,13.51,1
42,Male,Single,0,Post Graduate,Salaried,Business,30,190058,2990492,2,39416,482,Good,4451792,2444507,Business,25,7.65,1
48,Male,Married,2,Graduate,Salaried,Government,28,245625,481268,3,23217,598,Good,2934996,4257143,Business,13,8.99,0
49,Female,Married,1,Graduate,Self Employed,Private,9,228731,2919679,2,18803,419,Good,3105435,3587714,Personal,29,10.6,1
33,Male,Single,3,High School,Self Employed,Private,3,116588,860952,4,28248,796,Good,1593087,2610557,Education,24,9.16,1
38,Male,Married,1,Graduate,Self Employed,Private,2,174897,1972494,4,7542,780,Good,1815349,383160,Car,29,11.22,0
22,Female,Single,2,Post Graduate,Salaried,Private,12,247595,2972936,2,6529,650,Good,2134772,3628426,Car,16,14.63,1
49,Male,Single,1,Graduate,Self Employed,Private,20,99327,1767948,0,33338,522,Good,846115,2956438,Home,30,14.12,1
41,Male,Married,5,Post Graduate,Self Employed,Private,7,124140,2749614,1,15308,560,Good,1836375,2319869,Home,7,13.05,1
35,Female,Single,4,Graduate,Salaried,Business,8,268563,1255211,1,27838,618,Good,2160151,3497137,Home,28,10.34,1
47,Female,Married,4,Graduate,Salaried,Business,0,196739,3433209,4,20433,829,Good,2995798,3781734,Business,28,16.3,0
51,Male,Single,1,High School,Salaried,Government,13,116953,2962761,3,3389,431,Bad,3501293,1790186,Education,21,16.45,0
35,Female,Single,4,Graduate,Salaried,Private,11,283389,3410193,2,41043,352,Good,3559227,3217112,Car,30,9.42,1
43,Male,Single,3,Graduate,Salaried,Private,21,207749,3474300,3,16134,539,Good,1916226,4776499,Home,2,17.65,0
44,Male,Married,0,Post Graduate,Salaried,Private,15,178761,3431177,2,373,865,Good,209122,920497,Car,14,8.81,1
33,Male,Married,1,Post Graduate,Self Employed,Government,10,39522,1142307,3,22732,327,Good,3702238,4970427,Education,4,9.84,0
42,Male,Single,3,Post Graduate,Salaried,Business,2,260520,1569019,2,42242,538,Good,1780560,333553,Business,18,15.0,0
57,Male,Married,5,Graduate,Salaried,Business,33,51935,2616667,4,9101,376,Good,484456,2775693,Car,4,14.95,0
53,Female,Married,3,Post Graduate,Self Employed,Private,24,61102,2250296,0,26966,462,Good,2805510,1164784,Car,3,9.6,1
23,Female,Single,3,Post Graduate,Self Employed,Business,25,44729,2123537,1,40263,716,Good,4412644,2885357,Business,5,12.71,1
39,Male,Married,5,Graduate,Self Employed,Business,2,92797,1917744,3,17440,527,Good,713551,4904493,Business,20,7.3,0
43,Female,Married,2,Post Graduate,Salaried,Business,19,271486,788516,1,8439,436,Bad,791078,1523192,Business,11,13.33,1
49,Female,Married,1,High School,Salaried,Private,30,208409,2168723,3,34458,837,Good,2248236,1361870,Personal,2,17.17,1
50,Male,Single,1,High School,Salaried,Business,0,232533,970441,4,18186,300,Bad,1034899,4140391,Education,20,8.94,0
59,Female,Single,1,Post Graduate,Salaried,Business,25,59548,1412449,4,38752,452,Good,1343088,4164297,Car,6,7.16,0
45,Female,Married,0,Post Graduate,Salaried,Government,24,261358,906047,3,31717,387,Good,4863011,4923813,Car,7,15.58,0
57,Male,Single,3,Post Graduate,Self Employed,Private,10,230924,1133717,3,28433,853,Good,2596149,998621,Personal,18,17.39,1
28,Male,Married,1,Graduate,Self Employed,Business,15,295124,3159060,3,49755,375,Bad,858588,333378,Personal,30,10.03,0
36,Male,Single,4,High School,Salaried,Private,19,116533,335456,4,46568,535,Good,505137,3361854,Home,5,16.77,0
28,Male,Married,2,High School,Salaried,Business,1,30711,1825487,0,11628,550,Bad,1854102,4956559,Personal,20,12.01,0
21,Male,Single,5,Post Graduate,Self Employed,Private,28,126106,2181993,0,5193,698,Good,1160397,3903389,Education,13,15.71,1
25,Male,Married,5,Post Graduate,Salaried,Business,6,293975,1727266,3,44713,392,Good,3727686,4536720,Home,30,10.32,0
23,Male,Single,0,Graduate,Self Employed,Business,24,258377,2717952,2,42242,621,Good,4046097,455264,Personal,1,17.22,1
21,Female,Married,5,Graduate,Self Employed,Government,3,121185,3090171,0,27423,826,Good,3260796,1947636,Car,6,7.79,1
24,Male,Single,2,High School,Self Employed,Private,33,208585,2985739,4,28195,453,Good,2408401,134812,Car,21,16.66,0
60,Female,Single,3,Graduate,Self Employed,Business,24,111545,2366860,4,43913,717,Bad,1754917,1080861,Personal,7,10.69,1
55,Female,Single,5,High School,Self Employed,Government,7,226230,3356794,4,40502,819,Good,520819,4271683,Education,2,7.05,1
52,Male,Married,5,Post Graduate,Self Employed,Government,31,188995,1911175,1,2545,364,Good,2721493,125407,Home,16,10.27,1
54,Female,Married,4,Post Graduate,Self Employed,Private,17,258420,3060978,1,40390,555,Good,4518191,2249528,Education,26,15.92,1
45,Female,Married,3,High School,Self Employed,Private,10,77350,3035678,4,32372,442,Good,817994,3450500,Home,13,8.05,0
30,Female,Single,1,Post Graduate,Salaried,Government,9,245302,2739332,0,49176,495,Bad,813404,992804,Home,4,14.31,1
41,Male,Married,2,Graduate,Self Employed,Private,5,78783,2063871,1,17853,750,Good,3113519,376117,Personal,4,16.4,1
59,Female,Single,5,Post Graduate,Self Employed,Private,15,133174,2235435,2,32161,853,Good,70899,883339,Car,10,10.4,1
47,Female,Single,4,Post Graduate,Self Employed,Private,24,173335,1567922,3,25752,429,Good,840849,1394945,Education,10,11.82,0
47,Male,Single,2,High School,Self Employed,Business,33,53715,2647779,1,44488,702,Good,1832185,4986418,Education,14,7.13,1
22,Female,Married,0,Graduate,Self Employed,Private,30,228512,2564632,1,43060,601,Good,2386262,4052258,Education,27,9.39,1
33,Female,Single,4,Graduate,Salaried,Private,7,154853,490796,0,12770,660,Bad,1070666,934493,Personal,20,9.18,1
29,Female,Married,0,Post Graduate,Self Employed,Government,16,243029,1774476,0,33003,638,Bad,2776712,3838504,Business,15,16.2,1
56,Female,Married,5,Post Graduate,Salaried,Government,13,154418,3074975,2,11739,548,Good,3852079,1885251,Car,3,16.81,1
42,Female,Single,4,Graduate,Self Employed,Government,29,262715,2937159,2,30217,383,Good,1897228,1250397,Home,26,12.92,1
46,Male,Married,1,Graduate,Self Employed,Private,17,34155,1540885,2,9805,547,Good,1635956,1836233,Home,2,13.4,0
32,Female,Single,2,High School,Salaried,Private,20,36336,2647557,2,29020,485,Good,505004,1149506,Personal,27,7.73,0
37,Male,Single,2,Post Graduate,Salaried,Government,30,70962,1438128,1,29824,720,Good,887364,2636384,Business,4,13.11,1
34,Female,Married,3,Post Graduate,Self Employed,Government,32,111239,309627,2,32658,769,Good,3009465,1196932,Car,15,9.82,1
34,Male,Single,4,Graduate,Self Employed,Business,22,228392,1780874,2,41747,503,Good,1409242,845989,Business,12,11.2,1
54,Male,Single,4,High School,Salaried,Business,4,92415,982982,4,18223,439,Bad,1677953,4891561,Car,10,12.15,0
40,Male,Single,0,Graduate,Salaried,Business,14,211526,698382,1,3555,778,Good,3719411,4051219,Education,9,13.42,1
31,Female,Married,4,Post Graduate,Self Employed,Private,29,40588,1575463,1,20712,416,Good,3571946,357495,Personal,25,12.65,0
36,Female,Married,2,Post Graduate,Salaried,Private,15,177092,2582392,1,10311,655,Good,2754989,1142602,Business,23,8.36,1
51,Female,Married,4,Post Graduate,Salaried,Government,28,128023,2323745,3,47929,453,Good,4331536,4777655,Home,10,12.37,0
26,Female,Single,3,Post Graduate,Salaried,Business,27,55389,1628279,2,43177,519,Good,1799959,4435582,Education,30,10.05,1
39,Female,Single,3,High School,Salaried,Private,5,56349,2666730,2,44375,300,Good,1219731,2760964,Car,24,16.63,1
57,Male,Married,2,Post Graduate,Salaried,Business,4,156734,1176039,2,32774,437,Good,1993582,1861336,Personal,23,8.78,1
24,Male,Married,2,Graduate,Self Employed,Business,24,39485,486485,0,10218,514,Bad,3160841,3107342,Education,1,14.19,0
24,Male,Married,2,High School,Self Employed,Private,27,138337,3138033,0,44749,718,Good,4437005,3997290,Education,16,15.82,1
40,Female,Married,4,High School,Self Employed,Business,0,260800,417597,0,45000,864,Bad,387163,3411944,Education,10,7.9,1
30,Female,Married,4,Post Graduate,Self Employed,Government,13,56207,2654909,3,9235,680,Good,1699508,3912723,Education,28,13.12,1
44,Male,Single,1,High School,Self Employed,Government,18,152454,3109925,2,32691,813,Good,4042368,2141276,Personal,4,9.6,1
55,Female,Married,5,Post Graduate,Self Employed,Private,30,229445,838557,1,28185,703,Bad,3320165,630895,Personal,23,9.03,1
46,Female,Single,5,High School,Salaried,Business,14,125096,3098015,1,46168,468,Good,2423963,1854947,Business,23,9.62,1
57,Male,Single,0,High School,Salaried,Government,18,77173,3449554,4,8691,328,Good,4812856,4744544,Personal,6,10.7,0
58,Male,Single,4,Graduate,Salaried,Business,31,83391,490995,0,42039,339,Good,72412,1146166,Personal,17,16.21,0
41,Female,Single,1,Graduate,Self Employed,Government,30,215229,1486616,3,30405,427,Good,4295359,1635162,Home,22,10.42,0
60,Female,Married,1,Graduate,Salaried,Government,25,85669,3048313,4,36606,734,Good,413778,4041745,Home,1,17.85,1
59,Male,Single,3,High School,Salaried,Business,24,221404,2298852,3,27078,864,Good,3511244,4631775,Car,28,7.09,1
41,Female,Married,4,Graduate,Salaried,Private,7,130544,3204332,1,17791,623,Good,3406901,1298861,Business,7,16.04,1
30,Male,Single,1,Graduate,Salaried,Private,3,287940,657366,2,3517,549,Good,2694399,2103284,Business,5,8.67,1
58,Male,Married,3,Graduate,Salaried,Private,30,127771,3551115,1,37667,595,Good,4056138,2003099,Car,29,15.48,1
24,Male,Married,0,High School,Self Employed,Business,31,32493,1194632,1,14099,528,Good,4800327,2231791,Home,3,13.97,0
40,Female,Single,3,Post Graduate,Self Employed,Business,33,61467,2510588,0,18925,448,Good,2746740,4728465,Personal,19,13.51,1
37,Male,Married,0,Graduate,Salaried,Business,2,281336,898340,1,40337,762,Bad,1599495,4438000,Business,24,9.32,1
27,Male,Single,5,High School,Salaried,Private,25,155255,977552,3,49607,588,Bad,4174246,4603976,Car,15,14.76,0
24,Female,Married,5,High School,Self Employed,Business,3,156624,1116450,2,9754,540,Good,1269115,539073,Personal,30,12.47,1
49,Male,Single,2,Post Graduate,Self Employed,Private,1,89905,1557362,0,48004,503,Good,532977,3172122,Business,9,17.15,0
34,Female,Single,2,Graduate,Salaried,Government,18,164461,2402536,4,34142,495,Good,2343659,3096227,Personal,6,9.38,0
23,Female,Married,3,High School,Salaried,Private,22,122083,1343837,1,40365,850,Good,3124398,312241,Home,19,16.53,1
44,Female,Married,2,High School,Self Employed,Private,24,118182,674552,0,45140,765,Good,1391001,1201276,Car,5,15.17,1
57,Male,Single,4,High School,Self Employed,Private,6,253350,1060283,0,9779,761,Good,1751720,4356831,Home,18,8.04,1
36,Male,Single,3,Post Graduate,Salaried,Business,7,166291,1207427,0,7554,860,Good,3760917,2880263,Home,16,12.84,1
24,Female,Married,1,Graduate,Salaried,Private,2,114743,2792232,3,13625,717,Bad,1686780,2620688,Home,18,14.68,0
44,Female,Single,4,High School,Self Employed,Government,22,161983,296771,4,1369,514,Good,1046119,816067,Education,21,7.89,0
54,Female,Single,3,High School,Salaried,Government,32,115497,2339159,0,16336,782,Good,1975986,1849625,Home,18,11.03,1
50,Male,Single,5,High School,Self Employed,Government,27,154182,1392136,3,43518,496,Good,959028,3280732,Personal,19,15.35,0
38,Female,Married,0,High School,Salaried,Government,21,270754,541834,4,21242,517,Good,2161266,2742206,Home,1,11.86,0
39,Female,Single,2,Graduate,Salaried,Government,34,142987,2804063,2,6621,437,Bad,1357329,1403077,Education,13,9.31,1
51,Female,Single,2,Graduate,Self Employed,Government,33,273666,2104938,3,31446,890,Good,3099984,3123552,Car,28,8.71,1
39,Male,Married,2,High School,Salaried,Private,29,230500,2150259,0,47000,779,Good,3774599,2206081,Business,8,16.11,1
39,Female,Single,3,High School,Salaried,Business,13,152093,847486,1,48113,643,Good,3405425,1444215,Car,12,7.74,1
42,Male,Single,4,High School,Self Employed,Business,8,63403,1904348,3,32451,591,Good,864204,422019,Car,9,8.34,0
44,Male,Single,0,Post Graduate,Self Employed,Government,21,121310,3271777,2,33911,856,Good,1131887,4941178,Car,26,16.2,1
32,Female,Single,2,Post Graduate,Self Employed,Private,27,21215,3569391,4,43210,635,Good,4601576,3933896,Home,4,14.38,0
50,Female,Married,4,Post Graduate,Salaried,Government,13,266080,2922358,2,33725,821,Good,1731631,4974082,Business,30,9.59,1
